"Confusing overloading of methods","Overloaded methods that have the same number of parameters, where each pair of corresponding parameter types is convertible by casting or autoboxing, may be confusing.","recommendation","Method MultipartController.createFormDataMultiPart(..) could be confused with overloaded method [[""createFormDataMultiPart""|""relative:///data-protocols/ids/ids-api-multipart-endpoint-v1/src/main/java/org/eclipse/dataspaceconnector/ids/api/multipart/controller/MultipartController.java:128:31:128:53""]], since dispatch depends on static types.","/data-protocols/ids/ids-api-multipart-endpoint-v1/src/main/java/org/eclipse/dataspaceconnector/ids/api/multipart/controller/MultipartController.java","132","31","132","53"
"Class has same name as super class","A class that has the same name as its superclass may be confusing.","recommendation","Builder has the same name as its supertype [[""org.eclipse.dataspaceconnector.iam.did.spi.hub.message.HubMessage$Builder""|""relative:///extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/hub/message/HubMessage.java:33:25:33:31""]].","/extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/hub/message/AbstractHubRequest.java","38","25","38","31"
"Class has same name as super class","A class that has the same name as its superclass may be confusing.","recommendation","Builder has the same name as its supertype [[""org.eclipse.dataspaceconnector.iam.did.spi.hub.message.HubMessage$Builder""|""relative:///extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/hub/message/HubMessage.java:33:25:33:31""]].","/extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/hub/message/WriteResponse.java","36","25","36","31"
"Class has same name as super class","A class that has the same name as its superclass may be confusing.","recommendation","Builder has the same name as its supertype [[""org.eclipse.dataspaceconnector.iam.did.spi.hub.message.HubMessage$Builder""|""relative:///extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/hub/message/HubMessage.java:33:25:33:31""]].","/extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/hub/message/CommitQueryResponse.java","48","25","48","31"
"Class has same name as super class","A class that has the same name as its superclass may be confusing.","recommendation","Builder has the same name as its supertype [[""org.eclipse.dataspaceconnector.iam.did.spi.hub.message.HubMessage$Builder""|""relative:///extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/hub/message/HubMessage.java:33:25:33:31""]].","/extensions/iam/decentralized-identity/identity-did-spi/src/main/java/org/eclipse/dataspaceconnector/iam/did/spi/hub/message/ObjectQueryResponse.java","48","25","48","31"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'ContractOffer offer' is never read.","/core/contract/src/main/java/org/eclipse/dataspaceconnector/contract/negotiation/ConsumerContractNegotiationManagerImpl.java","405","13","405","55"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'ParticipantAgent agent' is never read.","/core/contract/src/main/java/org/eclipse/dataspaceconnector/contract/validation/ContractValidationServiceImpl.java","89","9","89","50"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'String negotiationId' is never read.","/core/contract/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/ProviderContractNegotiationManagerImplTest.java","207","9","207","71"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'String negotiationId' is never read.","/core/contract/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/ProviderContractNegotiationManagerImplTest.java","228","9","228","71"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'String negotiationId' is never read.","/core/contract/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/ProviderContractNegotiationManagerImplTest.java","249","9","249","71"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'String negotiationId' is never read.","/core/contract/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/ProviderContractNegotiationManagerImplTest.java","281","9","281","71"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'String negotiationId' is never read.","/core/contract/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/ProviderContractNegotiationManagerImplTest.java","297","9","297","71"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'ContractOffer contractOffer' is never read.","/data-protocols/ids/ids-api-multipart-endpoint-v1/src/main/java/org/eclipse/dataspaceconnector/ids/api/multipart/handler/ContractOfferHandler.java","74","9","74","43"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'CosmosStoredProcedureResponse storedProcedure' is never read.","/extensions/azure/cosmos/contract-negotiation-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/store/CosmosContractNegotiationStoreIntegrationTest.java","322","13","322","97"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'int pk' is never read.","/extensions/azure/cosmos/contract-negotiation-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/store/model/ContractNegotiationDocumentSerializationTest.java","39","9","39","32"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'CosmosStoredProcedureResponse storedProcedure' is never read.","/extensions/azure/cosmos/transfer-process-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/transfer/store/cosmos/CosmosTransferProcessStoreIntegrationTest.java","454","13","454","97"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'KeyVaultSecret secret' is never read.","/extensions/azure/vault/src/main/java/org/eclipse/dataspaceconnector/core/security/azure/AzureVault.java","91","13","91","60"
"Unread local variable","A local variable that is never read is redundant.","recommendation","Variable 'File file' is never read.","/launchers/data-loader-cli/src/test/java/org/eclipse/dataspaceconnector/dataloader/cli/LoadCommandTest.java","61","9","61","58"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: CollectionUtilTest is not referenced within this codebase. If not used as an external API it should be removed.","/common/util/src/test/java/org/eclipse/dataspaceconnector/common/collection/CollectionUtilTest.java","27","7","27","24"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: StringUtilsTest is not referenced within this codebase. If not used as an external API it should be removed.","/common/util/src/test/java/org/eclipse/dataspaceconnector/common/string/StringUtilsTest.java","21","7","21","21"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: CoreServicesExtensionTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/base/src/test/java/org/eclipse/dataspaceconnector/core/system/CoreServicesExtensionTest.java","37","7","37","31"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ParticipantAgentServiceImplTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/contract/src/test/java/org/eclipse/dataspaceconnector/contract/agent/ParticipantAgentServiceImplTest.java","31","7","31","37"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ContractIdTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/contract/src/test/java/org/eclipse/dataspaceconnector/contract/common/ContractIdTest.java","20","7","20","20"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ContractDefinitionServiceImplTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/contract/src/test/java/org/eclipse/dataspaceconnector/contract/offer/ContractDefinitionServiceImplTest.java","26","7","26","39"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ActionTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/ActionTest.java","22","7","22","16"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: AndConstraintTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/AndConstraintTest.java","22","7","22","23"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: AtomicConstraintTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/AtomicConstraintTest.java","22","7","22","26"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: DutyTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/DutyTest.java","22","7","22","14"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: LiteralExpressionTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/LiteralExpressionTest.java","22","7","22","27"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: OrConstraintTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/OrConstraintTest.java","22","7","22","22"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: PermissionTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/PermissionTest.java","22","7","22","20"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: PolicyTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/PolicyTest.java","22","7","22","16"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: PolicyTypeTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/PolicyTypeTest.java","22","7","22","20"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: XoneConstraintTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/policy/policy-evaluator/src/test/java/org/eclipse/dataspaceconnector/policy/model/XoneConstraintTest.java","22","7","22","24"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: DelegatingTransferProcessManagerTest is not referenced within this codebase. If not used as an external API it should be removed.","/core/transfer/src/test/java/org/eclipse/dataspaceconnector/transfer/core/transfer/DelegatingTransferProcessManagerTest.java","16","7","16","42"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: CatalogServiceImplTest is not referenced within this codebase. If not used as an external API it should be removed.","/data-protocols/ids/ids-core/src/test/java/org/eclipse/dataspaceconnector/ids/core/service/CatalogServiceImplTest.java","35","7","35","28"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ConnectorServiceImplTest is not referenced within this codebase. If not used as an external API it should be removed.","/data-protocols/ids/ids-core/src/test/java/org/eclipse/dataspaceconnector/ids/core/service/ConnectorServiceImplTest.java","35","7","35","30"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: DynamicAttributeTokenTest is not referenced within this codebase. If not used as an external API it should be removed.","/data-protocols/ids/ids-spi/src/test/java/org/eclipse/dataspaceconnector/ids/spi/domain/iam/DynamicAttributeTokenTest.java","26","7","26","31"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ConstraintToIdsLogicalConstraintTransformerTest is not referenced within this codebase. If not used as an external API it should be removed.","/data-protocols/ids/ids-transform-v1/src/test/java/org/eclipse/dataspaceconnector/ids/transform/ConstraintToIdsLogicalConstraintTransformerTest.java","41","7","41","53"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: IdsLogicalConstraintToConstraintTransformerTest is not referenced within this codebase. If not used as an external API it should be removed.","/data-protocols/ids/ids-transform-v1/src/test/java/org/eclipse/dataspaceconnector/ids/transform/IdsLogicalConstraintToConstraintTransformerTest.java","38","7","38","53"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ObservabilityApiExtensionTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/api/observability/src/test/java/org/eclipse/dataspaceconnector/api/observability/ObservabilityApiExtensionTest.java","16","7","16","35"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: S3BucketProvisionedResourceTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/aws/s3/provision/src/test/java/org/eclipse/dataspaceconnector/provision/aws/s3/S3BucketProvisionedResourceTest.java","28","7","28","37"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ObjectContainerProvisionedResourceTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/blobstorage/provision/src/test/java/org/eclipse/dataspaceconnector/provision/azure/blob/ObjectContainerProvisionedResourceTest.java","25","7","25","44"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ObjectStorageDefinitionConsumerGeneratorTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/blobstorage/provision/src/test/java/org/eclipse/dataspaceconnector/provision/azure/blob/ObjectStorageDefinitionConsumerGeneratorTest.java","31","7","31","50"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: AssetDocumentSerializationTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/cosmos/assetindex-cosmos/src/test/java/org/eclipse/dataspaceconnector/assetindex/azure/model/AssetDocumentSerializationTest.java","25","7","25","36"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: CosmosContractDefinitionStoreTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/cosmos/contract-definition-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/definition/store/CosmosContractDefinitionStoreTest.java","24","7","24","39"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ContractDefinitionDocumentSerializationTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/cosmos/contract-definition-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/definition/store/model/ContractDefinitionDocumentSerializationTest.java","24","7","24","49"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: CosmosContractNegotiationStoreTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/cosmos/contract-negotiation-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/store/CosmosContractNegotiationStoreTest.java","24","7","24","40"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: ContractNegotiationDocumentSerializationTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/cosmos/contract-negotiation-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/contract/negotiation/store/model/ContractNegotiationDocumentSerializationTest.java","24","7","24","50"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: FederatedCacheNodeDocumentSerializationTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/cosmos/fcc-node-directory-cosmos/src/test/java/org/eclipse/dataspaceconnector/catalog/node/directory/azure/model/FederatedCacheNodeDocumentSerializationTest.java","26","7","26","49"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: TransferProcessDocumentSerializationTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/cosmos/transfer-process-store-cosmos/src/test/java/org/eclipse/dataspaceconnector/transfer/store/cosmos/model/TransferProcessDocumentSerializationTest.java","27","7","27","46"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused class: AzureCertificateResolverTest is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/vault/src/test/java/org/eclipse/dataspaceconnector/core/security/azure/AzureCertificateResolverTest.java","25","7","25","34"
"Unused classes and interfaces","A non-public class or interface that is not used anywhere in the program wastes programmer resources.","recommendation","Unused interface: PrivateTestKeys is not referenced within this codebase. If not used as an external API it should be removed.","/extensions/azure/vault/src/test/java/org/eclipse/dataspaceconnector/core/security/azure/PrivateTestKeys.java","20","11","20","25"
